Name,Team,Position,Minutes Played,Goals,Assists,Shots,Shots On Target,Fouls Won,MAX
Pablo Hempelmann-Perez,Hofstra,Midfielder,362,1,2,8,3,25,60
Cade Whitmire,Bucknell,Forward,1041,1,4,12,3,12,60
Eidur Baldvinsson,Dartmouth,Forward,758,2,1,20,8,4,60
Nik Kizerian,Utah Valley,Defender,588,0,1,9,4,11,60
Duncan Sullivan,Navy,Midfielder,732,0,1,10,4,7,60
Amos Boum Nlend,Creighton,Forward,400,1,0,8,2,35,60
Oliver Martin,Michigan,Forward,796,3,0,11,5,16,60
Shayne Abrams,USC Upstate,Forward,830,2,2,5,3,4,60
Giuseppe Bagnato,Boston U.,Defender,609,0,0,2,1,4,60
Jackson Mitchell,Southern Ind.,Forward,1226,3,2,26,10,25,60
Aboubacar Camara,Penn St.,Forward,787,5,0,13,7,9,60
Alejandro Padilla,Memphis,Defender,607,0,0,2,0,5,60
Bruno Riveron Sagrero,Winthrop,Forward,827,1,3,14,8,21,60
Kenny Quist-Therson,Maryland,Midfielder,535,0,0,6,3,33,60
Ryan Behrmann,Army West Point,Midfielder,767,0,0,5,0,4,60
Kenzo Brito,St. Bonaventure,Forward,760,2,5,29,12,6,60
Neo Ruiz,San Jose St.,Midfielder,642,0,0,11,4,15,60
Jordan Shullenburger,UAlbany,Midfielder,775,0,0,9,2,5,60
Andoni Garrogerricaechebarria,La Salle,Forward,786,2,4,22,8,6,60
Ricardo Ferreira,Winthrop,Forward,870,1,1,18,6,13,60
Marco Astorga,South Fla.,Midfielder,651,0,1,7,2,9,60
Aidan Lopez,Chicago St.,Forward,870,2,0,12,7,12,60
Jordan Matthews,Lindenwood,Forward,675,2,2,12,5,6,60
"Jr.,Victor Thompson",Robert Morris,Defender,627,1,0,2,2,2,60
Griffin Polinsky,Northeastern,Forward,779,0,3,10,5,6,60
Jack Meyer,Army West Point,Midfielder,747,0,0,3,0,9,60
Simon Helt,UAB,Midfielder,765,0,2,4,2,6,60
Mikey Hernandez,Longwood,Defender,753,1,2,5,1,17,60
Anthony Huang,VMI,Forward,912,4,6,33,14,9,60
Noah Ward,Navy,Forward,945,0,1,9,3,11,60
David Davila,Southern Ind.,Forward,1267,3,2,39,16,18,60
Andrew Schug,Navy,Forward,929,2,1,27,9,12,60
Liam Duggan,USC Upstate,Midfielder,1232,1,4,10,3,4,60
Marcus Lewis,Howard,Forward,760,1,1,16,7,6,60
A.J. Schuetz,Navy,Forward,909,3,1,27,13,16,60
Tommaso Rossetto,Saint Joseph's,Forward,1014,2,1,34,10,16,60
Hakeem Morgan,LMU (CA),Forward,1033,2,0,26,12,20,60
Anthony Randazzo,Binghamton,Forward,709,4,0,13,7,14,60
Stacy Holmes,Sacramento St.,Midfielder,622,1,2,3,3,8,60
Louis Crofts,George Washington,Forward,910,5,0,33,15,16,60
Jonah Wolf,Saint Francis,Midfielder,676,0,1,1,0,7,60
Owen Hardy,Fordham,Defender,658,0,0,4,0,1,60
Jackson Marks,Bellarmine,Midfielder,638,0,0,4,1,12,60
Andrea Di Blasio,Boston U.,Forward,910,4,1,18,8,6,60
Julio Plata,South Fla.,Midfielder,635,1,0,7,2,11,60
Adam Abdelaal,Merrimack,Forward,870,0,0,18,8,13,60
Finn Linas,Cal Poly,Forward,842,0,0,17,4,22,60
Oliver Moller-Jensen,Fla. Atlantic,Forward,663,1,2,21,5,7,60
Bill Okumu,Chicago St.,Midfielder,908,0,0,6,2,9,60
David Siemionko,Loyola Chicago,Midfielder,661,0,2,3,1,11,60
Zach Simmons,Howard,Midfielder,643,2,2,17,10,12,60
Nicholas Prioli,George Mason,Midfielder,602,1,1,6,1,2,60
Jude Zamora,Saint Mary's (CA),Forward,799,2,2,12,4,10,60
Wawa Palga,Omaha,Forward,673,2,1,14,10,5,60
Finlay Oliver,Stony Brook,Forward,679,2,3,16,7,9,60
Junior Nare,NC State,Midfielder,528,2,0,16,6,21,60
Ivan Vrh,Massachusetts,Defender,456,2,1,14,8,6,60
Leonel Vergara,VCU,Defender,616,0,0,1,0,2,60
Levin Gerhardt,Michigan St.,Forward,976,0,1,7,1,11,60
Noah Sperduto,Le Moyne,Forward,697,0,4,7,2,8,60
Eric Allen,Presbyterian,Defender,787,0,0,1,0,3,60
Colin Mccarthy,Army West Point,Midfielder,733,0,1,13,3,7,60
Patrick Coleman,SIUE,Midfielder,653,0,3,5,2,5,60
Julius Maiwaldt,Stonehill,Defender,609,0,3,7,4,9,60
Kai Oppenheim,UC San Diego,Forward,812,3,2,18,5,12,60
Lincoln Aquino,UNLV,Midfielder,711,0,0,2,1,2,59
Giammarco Rodio,La Salle,Forward,739,2,0,25,11,9,59
Baylen Young,Davidson,Midfielder,641,1,2,12,3,4,59
Kian Jones,San Francisco,Midfielder,607,0,2,4,1,5,59
Jack Civitts,Santa Clara,Forward,925,1,2,18,10,21,59
Inaki Esnaola,UMass Lowell,Forward,735,1,3,17,9,2,59
Noel Hansson,Loyola Chicago,Defender,660,0,0,2,2,3,59
Diego Robles,UIW,Unknown,833,3,2,23,14,11,59
Cristiano Da Silva,UMass Lowell,Midfielder,553,1,0,7,1,24,59
Rashaad Ogun,CSU Bakersfield,Forward,663,2,2,13,6,13,59
Gabe Carvalho,Presbyterian,Defender,695,0,2,1,1,3,59
Orthodoxos Orthodoxou,Charlotte,Forward,714,0,2,20,8,17,59
Fabian Dietrich,USC Upstate,Midfielder,1082,0,2,9,4,19,59
Sam Eccles,Eastern Ill.,Forward,1058,2,3,12,3,10,59
Carter Rizzo,Air Force,Forward,1045,3,2,32,17,20,59
Jose Ortega,Duke,Midfielder,524,4,3,17,7,3,59
Connor Hearn,Colgate,Midfielder,702,0,0,6,2,7,59
Spencer Powe,Detroit Mercy,Defender,628,0,1,4,1,8,59
Valter Salavuo,UNCW,Midfielder,670,0,0,4,2,8,59
Sam Danner,Fairfield,Midfielder,717,0,2,9,2,9,59
Keenai Braun,UC San Diego,Defender,649,0,0,2,1,1,59
Eduardo Mustre,FIU,Forward,660,5,0,20,11,14,59
Ryko Bodurov,Bowling Green,Midfielder,522,3,2,12,6,12,59
Erik Krohnstad,California Baptist,Midfielder,627,0,0,8,3,12,59
Ben Kelly,Harvard,Midfielder,655,2,1,6,2,2,59
Jaime Villanueva,LIU,Defender,629,0,0,1,0,2,59
Jose Angel Luna,Butler,Forward,321,1,0,4,1,34,59
Joao Lima,Columbia,Midfielder,612,1,1,12,5,17,59
Vincent Petrera,Villanova,Forward,748,3,1,21,7,8,59
Zephyn Brockert-Kress,Chicago St.,Defender,865,1,1,5,2,7,59
Angad Singh,Sacramento St.,Defender,610,0,1,0,0,5,59
Tyler Richardson,South Fla.,Midfielder,616,1,0,7,4,7,59
Alex Nicholson,George Washington,Forward,952,1,1,18,6,6,59
Luke Zielinski,Columbia,Midfielder,753,0,1,9,3,10,59
Kieran Robson,California Baptist,Forward,872,0,1,11,3,8,59
Jaime Carrillo,UTRGV,Forward,795,2,6,18,7,8,59
Mattia Petricca,Missouri St.,Defender,580,0,1,3,1,13,59
Jake Sweeney,Loyola Maryland,Forward,798,4,0,15,8,21,59
Simon Adjakple,Yale,Midfielder,614,1,0,10,4,13,59
Jordan Mcmillen,James Madison,Defender,597,2,0,13,5,4,59
Humphrey Doh,UAB,Forward,851,3,1,16,9,17,59
Aidan Bone,Boston U.,Forward,888,4,0,13,7,7,59
Elias Arsvoll,Charlotte,Forward,689,3,3,13,7,12,59
Lorenzo Avalos,Villanova,Defender,668,0,1,3,1,4,59
Joaquin Brizuela,Virginia,Forward,626,4,2,13,6,1,59
Sean O'Donnell,Hofstra,Midfielder,350,1,1,5,4,20,58
Mateo Nance,Longwood,Midfielder,657,1,3,11,4,11,58
David Brown,Eastern Ill.,Defender,783,1,1,3,1,5,58
Olsen Aluc,Stony Brook,Forward,646,2,0,19,7,8,58
Jalen Moore,Gardner-Webb,Defender,596,2,2,9,3,4,58
Sami Cuevas,Utah Tech,Forward,691,4,0,25,12,32,58
Jonas Fritschi,UCF,Unknown,1302,1,0,11,4,9,58
Vincent Stockton,Detroit Mercy,Midfielder,648,1,0,5,4,6,58
Yonatan Cohen,Northern Ky.,Midfielder,611,1,3,9,5,6,58
Christopher Hines,Stonehill,Midfielder,601,1,0,4,1,13,58
Alexandru Zama,La Salle,Unknown,394,1,2,16,6,8,58
Jake Gusler,Winthrop,Midfielder,671,0,0,8,4,25,58
Ryan Lee,UNCW,Forward,627,1,2,9,6,17,58
Cooper Kieran,Lipscomb,Midfielder,723,0,0,3,0,2,58
Nick Skubis,Ohio St.,Midfielder,433,2,1,12,6,10,58
Ethan Bell,Utah Tech,Forward,806,1,1,13,10,27,58
Owen Sullivan,Penn,Defender,504,1,1,6,3,8,58
Tyson Nguyen,Utah Tech,Midfielder,710,0,1,2,0,6,58
Samuel Rudjord,Wright St.,Defender,711,0,0,1,1,6,58
Kevin Villacorta,Canisius,Defender,709,1,0,2,2,2,58
Abou Cherif,Mount St. Mary's,Forward,825,2,0,16,7,14,58
Andrew Rent,Boston U.,Forward,893,0,2,10,6,4,58
Aj Elliott,Belmont,Defender,473,0,1,6,1,12,58
Wylie Trujillo,Portland,Forward,677,0,3,5,1,8,58
Tanner Anderson,Saint Louis,Midfielder,540,4,1,14,10,10,58
Carlos Maldonado,Pacific,Midfielder,639,1,0,5,3,7,58
Nathan Kovalcik,Utah Valley,Defender,576,1,1,7,3,8,58
Donghyeon You,Central Conn. St.,Defender,814,0,0,4,2,18,58
Gabriel Chavez,Providence,Midfielder,550,0,0,11,4,26,58
Isak Oystese,Rhode Island,Forward,740,2,3,19,7,16,58
Felipe Marty,Queens (NC),Defender,608,0,0,2,1,7,58
Sidney Paris,Wake Forest,Defender,391,1,0,10,4,13,58
Henrique Bueno,UC Santa Barbara,Defender,336,0,3,7,2,5,58
Abdou Samb,Memphis,Midfielder,675,0,0,5,0,4,58
Thomas Robertson,Lehigh,Forward,841,3,1,19,7,3,58
Miguel Bertran,Pittsburgh,Midfielder,526,0,3,10,4,15,58
Liam Gainey,Western Ill.,Forward,726,7,2,21,14,10,58
Connor Evans,Portland,Midfielder,572,3,4,14,5,9,58
Mathias Taylor,Rhode Island,Midfielder,636,0,1,13,4,5,58
Ryan Sanborn,Detroit Mercy,Forward,637,0,2,16,8,11,58
Robert Valdimarsson,Coastal Carolina,Midfielder,789,0,0,10,7,2,58
James Maxwell,Purdue Fort Wayne,Midfielder,422,5,2,10,5,3,58
Quentin Flowers,IU Indy,Midfielder,644,0,0,9,4,10,58
Nick Bisagno,Air Force,Midfielder,733,2,3,11,6,11,58
Jake Spadafora,Michigan St.,Forward,860,0,2,14,6,15,58
Dominic Cintra,Niagara,Forward,799,2,2,17,9,7,57
Patrick Osilaja,Eastern Ill.,Defender,751,0,0,3,1,8,57
Diego Porras,Western Ill.,Forward,725,3,0,25,14,8,57
Claudel Ngongang,Bradley,Midfielder,498,1,0,12,5,20,57
Santiago Frias,UAlbany,Defender,638,0,0,3,1,3,57
Jaden Dubon,George Washington,Forward,807,2,1,17,7,14,57
Jamahl Brown,Queens (NC),Forward,726,1,1,7,5,17,57
Tony Kim,UAB,Forward,749,3,1,26,14,16,57
Grant Martin,VMI,Forward,782,6,2,29,11,11,57
Carson Pina,Campbell,Defender,553,1,1,7,3,6,57
Talan Rochelle,Gonzaga,Forward,664,2,0,16,10,12,57
Jahvanie Hammond,FGCU,Midfielder,646,0,0,1,0,11,57
Filip Jauk,Charlotte,Forward,634,5,0,16,7,10,57
Alfie Mattocks,North Florida,Defender,558,0,3,3,0,12,57
Sawyer Crisostomo,UNLV,Defender,478,0,2,7,0,6,57
Bernardo Pacheco,Winthrop,Midfielder,799,0,1,11,2,6,57
Zion Wagoner,CSUN,Forward,644,2,2,6,4,18,57
Joaquin Sonez,Longwood,Defender,706,0,0,5,0,15,57
Lyman Ott,Davidson,Midfielder,600,1,2,8,3,1,57
Jack Mcfeely,Loyola Chicago,Midfielder,369,3,0,19,10,13,57
Ethan Franco,Northeastern,Forward,655,2,1,16,7,10,57
Levi Jones,Lipscomb,Midfielder,625,0,0,10,3,10,57
Mikey Saunders,Col. of Charleston,Unknown,794,0,5,12,2,12,57
Cao Chaves,FGCU,Forward,758,2,2,17,8,22,57
Vincent Bennage,Davidson,Forward,713,1,1,15,7,5,57
Larsen Rogers,Tulsa,Defender,469,0,1,4,0,15,57
Tj Knight,San Francisco,Forward,613,1,0,11,4,10,57
Sean Green,Creighton,Midfielder,362,0,1,2,1,24,57
Julian Kuhr,Wisconsin,Forward,628,0,0,2,0,11,57
Drew Hansen,UCF,Forward,616,3,0,16,6,3,57
Nik White,Stanford,Defender,574,0,1,4,2,6,57
Simon Blaesdahl,Radford,Forward,876,0,1,11,5,8,56
Maddox Behnfeldt,Northern Ky.,Midfielder,614,0,0,4,0,6,56
Nick Hupe,Holy Cross,Defender,408,0,0,4,0,12,56
Jacob Zapien,Oregon St.,Defender,585,0,0,0,0,14,56
Rafael Matiello,UC Davis,Midfielder,464,3,0,14,7,9,56
Pedro Lucas,UAlbany,Forward,653,1,0,10,7,11,56
Jacob Coates,UNCW,Forward,664,0,1,7,5,7,56
Timothy Arias,UCF,Defender,421,0,0,1,1,17,56
Anthony Ramirez,High Point,Midfielder,527,1,2,8,2,12,56
Cristobal Molina-Campo,Jacksonville,Defender,552,3,0,8,4,6,56
Charlie Holton,St. Thomas (MN),Defender,627,0,0,6,1,5,56
Jeremy Francou,Kansas City,Forward,489,4,2,19,12,9,56
Alessandro Negri,Charlotte,Defender,494,1,0,7,4,6,56
Solo Bidanessy,Grand Canyon,Forward,795,2,0,12,7,19,56
Tim Strele,Saint Peter's,Forward,813,5,2,17,13,14,56
Jordi Tortell Daly,San Jose St.,Forward,765,1,2,14,6,12,56
Matt Iriarte,Marquette,Midfielder,577,0,0,4,2,21,56
Connor Burkett,Western Mich.,Midfielder,537,2,2,14,4,6,56
Marc Boye,Boston College,Defender,599,0,1,5,0,2,56
Tyler Tucker,Loyola Maryland,Midfielder,631,1,0,1,1,5,56
Adamo Pantaleo,UMBC,Defender,580,0,0,2,1,11,56
Rashid Aroza,St. Bonaventure,Forward,638,2,1,23,9,6,56
Daniel Normann,Missouri St.,Midfielder,516,0,3,3,1,13,56
Chris Shust,Bellarmine,Forward,619,2,0,11,3,13,56
Bobby Marsteller,Mount St. Mary's,Forward,781,1,0,10,3,13,56
Will Noecker,NC State,Defender,584,1,0,4,2,8,56
Scott Buie,UC Davis,Defender,533,1,0,6,4,8,56
Jorge Galvan,Pacific,Midfielder,467,1,0,9,6,19,56
Mitchel Varley,Providence,Defender,562,0,0,6,3,7,56
Ali Nasser,Duquesne,Midfielder,493,2,0,9,5,13,56
Stefano Campisi,Gonzaga,Midfielder,428,3,3,22,9,6,56
Tal Levy,LIU,Forward,608,1,2,18,7,10,56
Dash Papez,Princeton,Defender,595,0,2,2,1,5,56
Ulises Esquivel,San Diego St.,Defender,582,0,1,2,1,10,56
Mason Mcclendon,Radford,Defender,540,0,0,1,0,25,56
Benjamin Morgan,Oral Roberts,Midfielder,541,3,0,12,7,6,56
Clayton Lafayette,Detroit Mercy,Midfielder,621,1,1,9,3,1,56
George Herbert,Saint Mary's (CA),Midfielder,620,0,0,5,1,9,56
Austin Pearcy,Grand Canyon,Midfielder,668,0,0,0,0,3,56
